td_browser,td_color,td_ip,td_version,td_client_id,td_os_version,td_browser_version,td_viewport,td_charset,td_os,td_screen,td_language,td_global_id,td_platform,td_user_agent,td_fingerprint_id,td_title,td_description,td_url,td_host,td_path,td_referrer,time
Googlebot,24-bit,66.249.64.211,1.7.2,ad87c6e2-0ff1-4552-92dd-a845881b6516,,2.1,1024x1024,utf-8,Other,1024x1024,en-us,cdff035f-32fc-404c-b3b1-98736666ed05,Linux x86_64,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,DELTARUNE Chapter 1 for Nintendo Switch - Nintendo Game Details,"Learn more details about DELTARUNE Chapter 1 for Nintendo Switch and take a 
look at gameplay screenshots and videos.",https://www.nintendo.com/games/detail/deltarune-chapter-1-switch,DELTARUNE Chapter 1 for Nintendo Switch - Nintendo Game Details,DELTARUNE Chapter 1 for Nintendo Switch - Nintendo Game Details,https://www.facebook.com,1534007446
Chrome,24-bit,38.99.25.193,1.3.0,4ed9bc94-edd6-4c2f-978c-fcb9d8a9652b,,46.0.2490,2633x661,utf-8,Linux,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,"Have fun with your favorite Nintendo characters with amiibo�. Just tap 
amiibo accessories to the Nintendo Switch (no portal required!) and watch 
them come to life.",https://www.nintendo.com/amiibo/,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,https://googlead.doubleclick.net,1534008959
Chrome,24-bit,122.208.136.242,1.3.0,e9c45f6a-9bfb-4d6f-ad2c-310a772373cf,,60.0.3112,1920x950,utf-8,Windows 7,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1536265724
Chrome,24-bit,39.110.213.4,1.3.0,010bf0a8-ba3f-44f3-a6af-84f688ca4505,10.10.5,60.0.3112,1599x741,utf-8,Mac OS X,1280x800,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1536266948
Chrome,24-bit,69.181.34.179,1.3.0,fd1d0256-e89e-4001-9047-48b2d3362dab,10.12.2,59.0.3071,1544x838,utf-8,Mac OS X,2560x1440,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/checkout/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",(direct),1536265554
Other,24-bit,66.249.89.202,1.7.2,189f83fa-885e-43a5-aa4c-773f89949c75,,,1400x1024,utf-8,Other,1400x1024,en-us,1db1f6ca-24bf-40f1-b496-810c7e47cb3a,Linux x86_64,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","The Nintendo Official Website is the home of the Nintendo Switch console, 
Nintendo 3DS and Nintendo 2DS systems, plus new and classic games for all 
ages.",https://www.nintendo.com/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",(direct),1536264455
Chrome,24-bit,210.190.114.195,1.3.0,58432835-0478-4f27-ba44-08371aee4430,,60.0.3112,1455x700,utf-8,Windows 7,1600x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1536267557
Chrome,24-bit,118.238.253.155,1.3.0,6112e27a-1e08-4914-830b-674fe7e905e9,10.12.6,60.0.3112,1299x686,utf-8,Mac OS X,1440x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,https://www.facebook.com,1536265547
Chrome,24-bit,202.228.139.164,1.3.0,52724c4c-16b2-4c1a-b95e-704af17a60c2,,60.0.3112,1366x638,utf-8,Windows,1366x768,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,New Game Releases - Nintendo Game Store,"Take a look at upcoming video game releases for the Nintendo Switch, 
Nintendo 3DS, and Virtual Console.",https://www.nintendo.com/games/coming-soon/,New Game Releases - Nintendo Game Store,New Game Releases - Nintendo Game Store,https://www.google.com,1536266468
Chrome,24-bit,113.43.96.34,1.3.0,2ac12859-b750-4f74-a26f-aad594bd9cd1,10.11.6,60.0.3112,1440x725,utf-8,Mac OS X,1440x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,New Game Releases - Nintendo Game Store,"Take a look at upcoming video game releases for the Nintendo Switch, 
Nintendo 3DS, and Virtual Console.",https://www.nintendo.com/games/coming-soon,New Game Releases - Nintendo Game Store,New Game Releases - Nintendo Game Store,https://www.google.com,1536265928
Safari,24-bit,76.68.32.47,1.7.2,f4a61892-5e4a-41f3-f91f-7279165ed8a1,10.11.6,10.1.2,1280x648,utf-8,Mac OS X,1280x800,en-us,c726de5f-ecd2-45b5-a736-bf62bdfe8576,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://googlead.doubleclick.net,1536265924
Chrome,24-bit,113.43.96.34,1.3.0,2ac12859-b750-4f74-a26f-aad594bd9cd1,10.11.6,60.0.3112,1440x725,utf-8,Mac OS X,1440x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,https://www.facebook.com,1531598256
Chrome,24-bit,39.110.213.4,1.3.0,c559a467-b799-4ea0-bad2-fddfe60d72a2,10.10.5,60.0.3112,1598x686,utf-8,Mac OS X,1280x800,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,New Game Releases - Nintendo Game Store,"Take a look at upcoming video game releases for the Nintendo Switch, 
Nintendo 3DS, and Virtual Console.",https://www.nintendo.com/games/coming-soon,New Game Releases - Nintendo Game Store,New Game Releases - Nintendo Game Store,https://www.facebook.com,1531598009
Chrome,24-bit,69.120.205.79,1.7.2,205a633a-dd34-4361-bb32-92f0f6a59263,,60.0.3112,1366x662,utf-8,Windows 8.1,1366x768,en-us,5e44b456-a9dd-4f74-a56f-7ef41307fb98,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Switch� - Official site � Nintendo gaming system,"Find out about the Nintendo Switch� system, a gaming console you can play 
both at home and on-the-go. Watch videos, learn about the games, and buy 
your system.",https://www.nintendo.com/switch/,Nintendo Switch� - Official site � Nintendo gaming system,Nintendo Switch� - Official site � Nintendo gaming system,https://www.google.com,1531596247
Chrome,24-bit,38.99.25.193,1.3.0,5ebbdd05-11ad-482b-dee4-4517d1839cf7,,60.0.3112,1537x742,utf-8,Linux,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Sales & Deals - Nintendo Game Store,"Take a look at Nintendo game sales and deals offered on the Nintendo Game 
Store.",https://www.nintendo.com/games/sales-and-deals,Nintendo Sales & Deals - Nintendo Game Store,Nintendo Sales & Deals - Nintendo Game Store,https://googlead.doubleclick.net,1531598331
Chrome,24-bit,38.140.133.130,1.7.2,eee18c1b-5dc3-4b60-b749-7c2f783937a5,10.12.6,60.0.3112,1440x737,utf-8,Mac OS X,1440x900,en-us,bfb5d8b4-4799-4bb4-af70-ebd1249614cc,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo 3DS Games - Nintendo Game Store,"Browse and buy digital games on the Nintendo game store, and automatically 
download them to your Nintendo 3DS system!",https://www.nintendo.com/games/3ds/,Nintendo 3DS Games - Nintendo Game Store,Nintendo 3DS Games - Nintendo Game Store,(direct),1531594976
Chrome,24-bit,38.99.25.193,1.3.0,1d50405c-468f-4a5e-bff7-94591a017b5d,10.12.2,60.0.3112,1667x773,utf-8,Mac OS X,2560x1440,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Switch Games - Nintendo Game Store,"Browse and buy digital games on the Nintendo game store, and automatically 
download them to your Nintendo Switch console.",https://www.nintendo.com/games/switch,Switch Games - Nintendo Game Store,Switch Games - Nintendo Game Store,(direct),1531597102
Chrome,24-bit,173.247.196.38,1.3.0,6eaa71f2-caf4-4f5c-d812-4cf8bc93a70f,10.12.6,60.0.3112,1956x660,utf-8,Mac OS X,2560x1440,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1534283361
Chrome,24-bit,38.140.133.130,1.7.2,18259449-c8da-417f-d42b-1003f7d77a84,10.12.6,59.0.3071,1343x730,utf-8,Mac OS X,1440x900,en-us,79d9767d-8009-45ad-aa4d-934d21fbe3ea,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",(direct),1534281149
Chrome,24-bit,221.241.204.35,1.3.0,ec7a52bd-b09b-4443-acfb-ab967b47da91,10.11.6,60.0.3112,1080x1783,utf-8,Mac OS X,1080x1920,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,https://googlead.doubleclick.net,1534281445
Chrome,24-bit,221.242.28.34,1.3.0,1d7da992-d56a-4463-b647-42a0d6178a46,,60.0.3112,1518x654,utf-8,Windows 7,1366x768,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1534283110
Chrome Mobile,32-bit,69.139.69.241,1.7.2,b391089f-99a6-436a-94e9-e8b01fbcf19f,4.4.2,59.0.3071.125,0x224,utf-8,Android,320x570,en-us,6fd52235-36c7-4b2d-8edd-bfc089fd74af,Linux armv7l,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Accessories - Nintendo Switch - Peripherals List,"Check out featured accessories for Nintendo Switch, including cases, 
headphones, and more. Customize your system with these fun accessories!",https://www.nintendo.com/switch/buy-now/accessories/,Accessories - Nintendo Switch - Peripherals List,Accessories - Nintendo Switch - Peripherals List,(direct),1534283790
Chrome,24-bit,153.142.210.4,1.3.0,2fca8ad8-0429-4d8f-86d4-b85b7d204e21,,60.0.3112,1920x950,utf-8,Windows,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.twitter.com,1534746524
Chrome,24-bit,145.221.193.38,1.7.2,6ac16379-69b6-4a2e-9a12-8458f2976040,,60.0.3112,1920x950,utf-8,Windows 7,1920x1080,en-us,ce8d94a5-a53b-4288-be1b-5d2b680bd3a8,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://googlead.doubleclick.net,1534745298
Chrome,32-bit,142.129.92.134,1.7.2,2fb3288c-27e0-4500-aa4e-35537f9365dd,8.0.0,60.0.3112,1280x724,utf-8,Android,1280x900,en-us,9a6564bc-d550-41f0-ba56-accb9f8b9a01,Linux armv8l,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,YO-KAI WATCH 3 for Nintendo 3DS - Nintendo Game Details,"Learn more details about YO-KAI WATCH 3 for Nintendo 3DS and take a look at 
gameplay screenshots and videos.",https://www.nintendo.com/games/detail/yo-kai-watch-3-3ds,YO-KAI WATCH 3 for Nintendo 3DS - Nintendo Game Details,YO-KAI WATCH 3 for Nintendo 3DS - Nintendo Game Details,(direct),1534745952
Chrome,24-bit,153.142.210.4,1.3.0,2536882f-0b29-4597-89cb-4ef8e55ac846,10.11.6,60.0.3112,1164x671,utf-8,Mac OS X,1920x1200,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Buy now � Nintendo 3DS� family of systems � Console bundles,"Learn more about where to purchase the Nintendo 3DS family of systems, 
including special editions and bundles.",https://www.nintendo.com/3ds/buynow,Buy now � Nintendo 3DS� family of systems � Console bundles,Buy now � Nintendo 3DS� family of systems � Console bundles,https://www.google.com,1534746508
Chrome,24-bit,221.242.28.34,1.3.0,52fc7852-ab89-47f4-f73c-0a74065c1b6f,,60.0.3112,1600x764,utf-8,Windows 7,1600x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site","The Super Nintendo Entertainment System�: Super NES Classic Edition has the 
original look and feel, only smaller, and pre-loaded with 21 
games�including the never-before-released Star Fox 2 game!",https://www.nintendo.com/super-nes-classic,"Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site","Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site",(direct),1534746896
Chrome,24-bit,175.177.4.188,1.7.2,31a09c14-e847-4291-81d5-d74bd114443e,10.11.6,61.0.3163,1685x1096,utf-8,Mac OS X,1920x1200,ja,542d1cb9-0d0a-40f9-a010-c6d05cc0d24f,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.google.com,1534746109
Chrome,24-bit,202.228.139.164,1.3.0,bce0d93b-caff-481f-9df0-9674005d9485,,60.0.3112,1651x909,utf-8,Windows,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site","The Super Nintendo Entertainment System�: Super NES Classic Edition has the 
original look and feel, only smaller, and pre-loaded with 21 
games�including the never-before-released Star Fox 2 game!",https://www.nintendo.com/super-nes-classic,"Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site","Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site",(direct),1534746015
Chrome,24-bit,183.98.58.22,1.3.0,0f2671b2-511d-4c59-bcf8-0fb3a00cee82,,56.0.2924,1920x945,utf-8,Linux,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Pok�mon Direct 2.27.2019,"Nintendo Direct is the online home for official and exclusive Nintendo 
news�broadcast directly to you, the player.",https://www.nintendo.com/nintendo-direct/,Pok�mon Direct 2.27.2019,Pok�mon Direct 2.27.2019,(direct),1534747857
Googlebot,24-bit,66.249.64.207,1.7.2,eedf339e-31ea-40bb-aae1-552d2dda8458,,2.1,1024x1024,utf-8,Other,1024x1024,en-us,867668ed-3249-4400-810b-65868e9a1c41,Linux x86_64,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.google.com,1534748351
Chrome,24-bit,124.35.147.130,1.3.0,6734ec96-11cc-41cf-9760-7d052d3d1fc7,10.12.6,60.0.3112,1245x632,utf-8,Mac OS X,1280x800,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site","The Super Nintendo Entertainment System�: Super NES Classic Edition has the 
original look and feel, only smaller, and pre-loaded with 21 
games�including the never-before-released Star Fox 2 game!",https://www.nintendo.com/super-nes-classic,"Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site","Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site",https://googlead.doubleclick.net,1534745414
Chrome,24-bit,38.140.133.131,1.7.2,bddb8940-0c4e-4adf-8aa0-67f25a81c688,10.12.5,60.0.3112,2336x1265,utf-8,Mac OS X,2560x1440,ja,7d267992-7681-420d-a06a-dcfb91cc3648,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,YO-KAI WATCH 3 for Nintendo 3DS - Nintendo Game Details,"Learn more details about YO-KAI WATCH 3 for Nintendo 3DS and take a look at 
gameplay screenshots and videos.",https://www.nintendo.com/games/detail/yo-kai-watch-3-3ds,YO-KAI WATCH 3 for Nintendo 3DS - Nintendo Game Details,YO-KAI WATCH 3 for Nintendo 3DS - Nintendo Game Details,https://www.google.com,1532483409
Safari,24-bit,69.158.63.184,1.7.2,f4a61892-5e4a-41f3-f91f-7279165ed8a1,10.11.6,10.1.2,1280x648,utf-8,Mac OS X,1280x800,en-us,c726de5f-ecd2-45b5-a736-bf62bdfe8576,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.facebook.com,1532480467
Chrome,24-bit,38.99.25.193,1.3.0,ea72378b-ad55-4cb0-b745-7234ddb0b5fb,,60.0.3112,1904x893,utf-8,Windows,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Built-in Software � Nintendo 3DS� family of systems � System software,"Start having fun with your Nintendo 3DS� family system right away, thanks 
to a full suite of built-in features and apps.",https://www.nintendo.com/3ds/built-in-software/,Built-in Software � Nintendo 3DS� family of systems � System software,Built-in Software � Nintendo 3DS� family of systems � System software,https://www.twitter.com,1532482807
